artist.name,artist_mbtags,artist_mbtags_count,duration,familiarity,loudness,release.name,tempo,terms,title,year,,,,,
John Wayne,actor,1,192.70485,0.496333302,-9.947,1985 Sleng Teng Extravaganza,160.663,dancehall,Call The Police,0,,,,,
The Incurables,,0,187.97669,0.45430156,-10.085,Fade,63.359,heartland rock,Scared,0,,,,,
Bert Kaempfert,german,1,184.31955,0.541033427,-20.282,Orange Colored Sky,118.971,easy listening,Don't Go,1996,,,,,
H-Town,,0,249.91302,0.614275843,-3.46,Imitations Of Life,167.988,new jack swing,She's Actin Bad,0,,,,,
Voyager Series,,0,103.73179,0.327675437,-24.327,Celtic Harp,71.308,irish folk,The Harp That Once Through Tara's Halls,0,,,,,
JERRY WALLACE,,0,180.50567,0.428040041,-14.794,Jerry Wallace's King Of The Mountain,219.298,doo-wop,You'll Never Know,0,,,,,
Beenie Man Featuring Janet Jackson,soul and reggae,1,215.90159,0.729212274,-4.475,Feel It Boy,102.828,dancehall,Feel It Boy (Deep Dish Danchall Remix) (Feat. Janet Jackson),2002,,,,,
Georges Brassens,french,4,184.76363,0.6334089,-11.242,Georges Brassens-N 4,126.31,chanson,"AuprA""s De Mon Arbre",1956,,,,,
Morgion,doom metal,1,341.68118,0.506114299,-7.422,Morgion,112.063,sludge metal,Basking Under a Blacksun Dawning,1997,,,,,
4Him,,0,238.49751,0.565089892,-10.996,The Basics Of Life,182.247,ccm,Freedom,0,,,,,
Wild Horses,,0,338.28526,0.598643696,-8.527,Rolling Stones Instrumental Renditions,111.989,outlaw country,Let It Bleed,0,,,,,
David Meece,,0,211.17342,0.470414614,-13.506,David,81.404,ccm,Touch My Hand [Remastered],0,,,,,
Freddie King,classic pop and rock,1,286.82404,0.609636698,-6.615,King Of The Blues,134.741,texas blues,Hide Away,1960,,,,,
Danny Wilson,classic pop and rock,1,167.13098,0.559991415,-11.053,Bebop Moptop,91.256,british pop,Never Gonna Be The Same,1989,,,,,
Malefaction,,0,34.61179,0.39821877,-3.93,Crush The Dream,84.303,grindcore,Beothuck,0,,,,,
Jope Ruonansuu,finnish,1,126.69342,0.464362591,-4.762,Kaikkien aikojen parhaat -45 klassikkoa - Aattelepa ite,86.992,parody,Uu-Pee-AmmA$?t,0,,,,,
Marcie Blane,,0,139.83302,0.421181869,-9.737,Bobby's Girl - The Complete Seville Recordings,102.881,doo-wop,After The Laughter,0,,,,,
Charlie Walker,,0,124.76036,0.536546302,-17.913,Charlie Walker's ''T'' For Texas,161.533,honky tonk,That Little Ole Wine Drinker Me - Original,0,,,,,
Slum Village,,0,204.38159,0.674839436,-7.941,Fantastic Vol. 2.10,94.495,hip hop,CB4 (Instrumental Mix),0,,,,,
Twista,hip hop rnb and dance hall,1,163.39546,0.889613555,-9.632,The Black Jason Of Rap,100.016,gangster rap,Pop Pop,0,,,,,
Francis Dunnery,,0,277.08036,0.54858513,-13.095,Hometown 2001,84.186,singer-songwriter,Grateful & Thankful,0,,,,,
Perrey And Kingsley,classical,1,137.19465,0.530605798,-11.382,The Out Sound From Way In!,125.767,easy listening,The Minuet Of The Robots,1968,,,,,
Youves,,0,100.20526,0.520530444,-6.885,Cardio-Vascular,134.104,dance-punk,Another Djemba Djemba,0,,,,,
Maurice Larcange,,0,276.53179,0.360241801,-12.35,Joue Legrand & Becaud,84.133,chanson,Je T'Appartiens,0,,,,,
Mau Mau,,0,285.1522,0.439907658,-7.613,Made In Italy,182.198,progressive house,Paseo ColA2n,2004,,,,,
Cats In Boots,,0,208.79628,0.384681057,-5.602,Kicked And Klawed,167.142,glam metal,Shotgun Sally,0,,,,,
Firehouse,,0,285.3873,0.65103938,-10.181,Firehouse,169.866,glam metal,Rock On The Radio,1990,,,,,
The Panic Channel,,0,227.99628,0.607615491,-3.229,(ONe),147.975,post-grunge,Awake,2006,,,,,
Chris Standring,production music,1,256.49587,0.564710159,-9.339,Groovalicious,111.039,smooth jazz,Fat Tuesday,2003,,,,,
El Gran Silencio,,0,249.25995,0.639883304,-6.57,Super Riddim Internacional Volumen 1,115.005,cumbia,Recordar Es Vivir,0,,,,,
Ismael DueA+-as,,0,537.25995,0.374938856,-17.495,Diversions,100.275,nu jazz,You do something to me,0,,,,,
The Galactic Heroes,,0,120.86812,0.432323768,-10.33,How About San Francisco?,187.323,twee pop,Cherokee,2000,,,,,
FU-Schnickens,,0,276.94975,0.512687131,-9.716,Greatest Hits,102.739,comedy rap,Heavenly Father,1992,,,,,
Sonny Terry & Brownie McGhee,,0,182.69995,0.517126315,-18.526,Sonny Terry & Brownie McGhee_ Vol. B (1941),108.188,piedmont blues,Try Me One More Time,0,,,,,
Bad Azz,,0,237.7922,0.552053803,-5.345,Personal Business (Explicit),120.716,gangster rap,When You See Me,0,,,,,
AnanA(c),,0,409.70404,0.498537927,-5.516,ANANASWORLD,125.016,deep house,Plastic People (Original Mix),0,,,,,
Rocker-T,,0,321.30567,0.517968446,-7.253,If Yu Luv Luv Show Ya Luv,149.939,dub,One Million Matches,0,,,,,
Ana Popovic,,0,322.66404,0.621616922,-7.737,Still Making History,156.948,blues-rock,U Complete Me (Blues Version - Bonus Track),2007,,,,,
BA(c)zu,,0,214.04689,0.373850623,-10.696,Maxi danses 59 titres,126.482,chanson,Viens boire un petit coup A  la maison,0,,,,,
Baby D,rap,1,231.18322,0.620868048,-8.029,Garage Classics Volume II Summer Edition,90.038,breakbeat,Let Me Be Your Fantasy,0,,,,,
Gertrudis,,0,215.562,0.444926413,-6.433,Teta,111.953,big beat,La Nit De Reis,2003,,,,,
Emilio,,0,164.57098,0.576044173,-7.453,It's On The House,145.343,tejano,Stuck On Your Love,0,,,,,
Lunasicc,,0,304.37832,0.450787195,-8.4,A Million Words A Million Dollars,105.207,gangster rap,Cheddar Chasin',0,,,,,
Juelz Santana / Bezel,,0,254.51057,0.822843255,-3.858,What The Game's Been Missing!,104.99,rap,Violence,2005,,,,,
The Fontane Sisters,,0,127.68608,0.359559266,-8.688,Rock 'n' Roll Heaven - The Ultimate Collection - 125 Original Recordings,85.261,europop,Seventeen (Digitally Remastered),0,,,,,
Tiny Tim,,0,126.69342,0.593496044,-14.527,Tip Toe Throught The Tulips,117.236,cabaret,Baby Face,0,,,,,
The Cure,new wave,4,250.85342,0.81195304,-8.19,The Cure - Greatest Hits (Deluxe Sound & Vision) PAL,135.038,new wave,Cut Here,2001,,,,,
I Nuovi Angeli,,0,231.07873,0.53582261,-8.456,I Nuovi Angeli Cantaitalia,85.375,celtic fusion,Carovana,0,,,,,
Jean-Jacques Goldman,french,1,236.09424,0.617421407,-11.326,Live 98 En Passant,119.035,chanson,La Vie Par Procuration,1985,,,,,
Eddie Turner,,0,254.9024,0.450743178,-6.41,Rise,93.99,blues-rock,Secret,2005,,,,,
Joshua Rifkin,,0,282.09587,0.44492125,-25.038,Scott Joplin Piano Rags,128.251,ragtime,Fig Leaf Rag  (LP Version),1994,,,,,
Art Blakey's Jazz Messengers,,0,670.04036,0.262896412,-15.469,Art Blakey's Jazz Messengers_ Lausanne 1960 Part 2 / Swiss Radio Days_ Jazz Series Vol.6,144.737,bebop,A Night in Tunisia,0,,,,,
Paul Glazby,,0,541.51791,0.522490451,-8.71,Beautiful,149.864,hard house,Beautiful,2001,,,,,
White Heart,,0,222.06649,0.477364753,-4.744,Righteous Rock: Classic Christian Hair Bands,99.374,ccm,Nothing But The Best,0,,,,,
Barbara Lusch,,0,214.30812,0.366302895,-10.304,Barbara Lusch,171.463,jazz,Come On-a My House,0,,,,,
Patti Smith,classic pop and rock,1,293.53751,0.737001277,-12.359,Gone Again,146.454,rock,Wing,1996,,,,,
Saga,,0,294.73914,0.631336504,-10.647,Remember When - The very Best of Saga,101.303,hard rock,Believe,0,,,,,
Gary Hobbs,,0,228.49261,0.524700041,-7.917,30 Del Recuerdo,104.12,tejano,SoA+-ando En Ti,0,,,,,
Vrse Murphy,,0,240.5873,0.439151375,-5.715,Martini Breaks,97.015,dj,Cremona (Instrumental),0,,,,,
C.C. Adcock,,0,168.33261,0.423385847,-7.661,Lafayette Marquis_ The,116.009,zydeco,Loaded Gun,2004,,,,,
John Mayall & The Bluesbreakers,rock,2,142.15791,0.626803106,-5.063,Plays John Mayall (Live At Klooks Kleek),133.072,blues-rock,Blues City Shake Down,2010,,,,,
The Fabulous Thunderbirds,,0,229.8771,0.623154284,-9.406,Hot Stuff: The Greatest Hits,125.676,blues-rock,Why Get Up,1986,,,,,
2 Minutos,,0,179.09506,0.591846288,-5.15,Novedades,105.498,skate punk,Vos No Confiaste,1994,,,,,
Michelle Tumes,,0,203.78077,0.612912573,-10.095,Your Love Broke Through,88.023,ccm,There Is A Redeemer (Your Love Broke Through Album Version),0,,,,,
Luke Bryan,,0,192.44363,0.748536142,-4.43,Doin' My Thing,147.904,country rock,What Country Is,2009,,,,,
Thriller U,,0,226.32444,0.374041434,-12.42,Whip Me Volume 1,89.675,lovers rock,Memories,0,,,,,
Alex,,0,298.52689,0.640287557,-11.813,Meraviglioso,98.974,new beat,Cumpagno 'e cella,0,,,,,
Rocio Jurado,,0,245.68118,0.501565375,-8.238,Canta A Mexico,168.268,bulerias,Paloma Negra,0,,,,,
Lennie Tristano,,0,557.68771,0.514425773,-18.203,Lennie Tristano Quintet - Live In Toronto 1952,89.868,free jazz,317 East 32nd,0,,,,,
Dead Kennedys,punk,2,184.94649,0.737037558,-10.133,Punk of Anagram,108.977,rock,Kill the Poor,1980,,,,,
R.L. Burnside,delta blues,1,257.35791,0.701180874,-9.584,Mr. Wizard,95.56,delta blues,Over The Hill,1997,,,,,
Twinkle Twinkle Little Rock Star,,0,235.38893,0.318141453,-19.488,Lullaby Versions of Bob Marley,85.508,,Jamming,0,,,,,
Cut Copy,rock and indie,1,312.08444,0.769944259,-8.775,Bright Like Neon Love,119.562,alternative dance,Future,2004,,,,,
Tim Wilson,,0,164.96281,0.459797129,-6.929,Church League Softball Fistfight,137.828,filk,Naked Enough,0,,,,,
Salt The Wound,,0,96.65261,0.642030477,-8.958,Carnal Repercussions,120.502,death core,The Beginning,2008,,,,,
The Cars,rock and indie,1,234.50077,0.789098032,-5.811,The Squid And The Whale,111.319,new wave,Drive,1984,,,,,
Van Halen,classic pop and rock,1,248.18893,0.744641246,-3.798,The Best Of Both Worlds,117.954,heavy metal,Can't Stop Lovin' You (Remastered Album Version),0,,,,,
De La Soul / MF Doom,hip-hop,1,185.23383,0.745625188,-3.684,The Grind Date,86.813,hip hop,Rock Co.Kane Flow,2004,,,,,
Shriekback,english,1,297.92608,0.547938241,-13.339,Big Night Music,157.956,alternative dance,Running On The Rocks,1986,,,,,
At All Cost,,0,220.47302,0.640860156,-3.523,Shattered Dreams and Bourgeois Schemes,135.914,post-hardcore,These Nest Five Years,0,,,,,
Mississippi Mass Choir,,0,185.20771,0.507784205,-19.174,God Gets The Glory,115.906,gospel,It Came To Pass (Part II),0,,,,,
Utopia,,0,208.14322,0.543936552,-11.865,RA,98.528,new beat,Magic Dragon Theatre,0,,,,,
The Ruby Suns,classic pop and rock,1,70.89587,0.639860429,-9.876,The Ruby Suns,42.525,experimental rock,Function Of The Sun,2005,,,,,
Schoolyard Heroes,,0,277.96853,0.616752865,-6.84,I Want Your Soul For Christmas,131.83,horror punk,I Want Your Soul For Christmas,0,,,,,
Malkit Singh,bhangra,1,256.57424,0.483243067,-8.215,Up Front,161.543,broken beat,Nach Ke VEkha Bhabhiyie,0,,,,,
Mannheim Steamroller,,0,149.89016,0.705205403,-6.894,Christmasville,154.695,instrumental pop,(Everybody's Waiting For) The Man With the Bag,2008,,,,,
Wolfmother,rock and indie,1,260.91057,0.79225559,-4.598,Dane Cook's Tourgasm Soundtrack,141.769,stoner metal,Dimension,2004,,,,,
John Tchicai,,0,89.88689,0.405923907,-26.7,Anybody Home?,149.005,free jazz,Faroe Cave Song,0,,,,,
Suicidal Tendencies,punk,2,269.81832,0.736677413,-5.93,The Art Of Rebellion,164.925,hardcore punk,It's Going Down,1992,,,,,
Bert Kaempfert,german,1,154.06975,0.541033427,-8.817,Two In One - That Latin Feeling/Tropical Sunrise,122.155,easy listening,Cha Cha Brasilia,0,,,,,
ColdWorld,black metal,1,344.68526,0.537131259,-6.164,MelancholieA2,134.832,black metal,Schmerzensschreie,2008,,,,,
The Chap,classic pop and rock,1,213.89016,0.612657824,-7.345,Well Done Europe,120.188,future jazz,Gimme Legs,2010,,,,,
David Banner,,0,183.90159,0.806364125,-3.737,Mississippi-The Album,99.487,crunk,Bush,2003,,,,,
The Rapture,rock and indie,1,277.02812,0.749860753,-6.425,Pieces Of The People We Love,119.813,alternative dance,The Devil,2006,,,,,
Paul Cantelon,,0,210.54649,0.470828036,-22.788,The Other Boleyn Girl,41.133,folk rock,Mary In Labor,2008,,,,,
Ice,,0,421.61587,0.649155774,-5.651,The Saga,93.937,dub,Shining,0,,,,,
Richard Lloyd,,0,172.77342,0.399811279,-10.853,Alchemy,159.081,garage rock,Number Nine (LP Version),1979,,,,,
Adam Ant,uk,1,203.91138,0.630382334,-6.267,The Very Best Of,183.907,pop rock,Friend Or Foe,1982,,,,,
June Hutton,,0,138.34404,0.418055781,-15.545,Songs From 'By The Light Of The Silvery Moon' and Other Selections,88.95,space age pop,For The First Time,0,,,,,
Rainbow,heavy metal,1,299.57179,0.700635528,-10.915,The Best Of Rainbow,155.999,heavy metal,Can't Happen Here,1981,,,,,
Marc Et Claude,,0,361.01179,0.602428206,-7.993,La,136.964,trip hop,La (Moonman's Flashover Mix Edit),0,,,,,
Leroy Hutson,,0,170.50077,0.530355668,-13.575,Leroy Hutson Selected Hits Vol. 2,192.66,jazz funk,Love The Feeling - Original,0,,,,,
Pee Wee Crayton,,0,164.57098,0.439325211,-12.941,The Modern Legacy,97.487,texas blues,Pee Wee's Boogie,0,,,,,
FlA$?skkvartetten / ThAY=strAPm,,0,185.80853,0.452042247,-17.379,Voices of Eden,130.255,art rock,t.k.k.,0,,,,,
Gabinete Caligari,,0,183.87546,0.490688788,-4.528,4 Rosas Y Que Dios Reparta Suerte,74.884,pop rock,Caray!,0,,,,,
Marc Perrone,production music,1,202.23955,0.456136674,-9.637,Les p'tites chansons de Marc Perrone,107.728,musette,La marine,0,,,,,
Ancient Astronauts,,0,330.57914,0.553914553,-7.111,We Are To Answer,136.044,trip hop,Crescent Moon,2009,,,,,
Basic Channel,,0,811.2322,0.553637086,-17.88,Radiance,71.416,techno,Radiance I,1994,,,,,
Symphony in Peril,,0,245.13261,0.610632338,-6.776,The Whore's Trophy,100.034,christian hardcore,Inherent Scars,2005,,,,,
Usher,hip hop rnb and dance hall,1,286.77179,0.856448924,-4.04,Dance Workout Classics,0.0314,147.979,0,Trading Places,2008,,,,
Greg Vaccariello,,0,133.66812,0.075124762,-12.15,I Do Things,74.728,stand-up comedy,Mom's Phone,0,,,,,
Wailing Souls,,0,213.15873,0.593262655,-17.309,Best of Thompson Sound Vol 2 The 80s,130.427,roots reggae,I Am a Rasta Man,0,,,,,
J.C. Lodge,,0,286.6673,0.449060609,-13.06,Love For All Seasons,152.516,lovers rock,Dub It,0,,,,,
Mike Brooks,,0,132.93669,0.458204392,-13.713,Sounds & Pressure Vol. 3,139.202,roots reggae,Woman of Shiloh,0,,,,,
Kathy Mattea,classic pop and rock,1,156.62975,0.603383145,-13.056,Songs Of The Civil War,96.695,bluegrass,The Southern Soldier Boy,1991,,,,,
This Moment,,0,213.21098,0.546646504,-7.322,This Moment,116.081,math rock,Bon Demain,0,,,,,
Varios,,0,168.28036,0.595651321,-25.431,Luis de Pablo - Zurezko olerkia (Poema de madera),100.929,electroclash,Zurezko Olerkia,0,,,,,
The Fabulous Thunderbirds,,0,287.65995,0.623154284,-12.219,WALK THAT WALK_ TALK THAT TALK,133.349,blues-rock,When I Get Home,1991,,,,,
The Perrys,,0,115.1473,0.501337162,-7.792,Crossings,107.905,christian music,He's Leading The Way,0,,,,,
Small Faces,,0,157.46567,0.582238344,-5.074,Ultimate Collection,125.295,rock 'n roll,It's Too Late,1966,,,,,
Enter the Haggis,folk,1,381.54404,0.619747147,-10.211,Let The Wind Blow High,134.819,celtic rock,Widow's Walk,1999,,,,,
The Chi-Lites,classic pop and rock,1,260.98893,0.607260129,-9.588,The Chi-Lites Selected Hits,90.101,disco,Love Of My Life,0,,,,,
George Lopez,,0,153.49506,0.668020249,-16.016,Right Now Right Now,118.06,california,Memories,2001,,,,,
Jerry Lewis,,0,142.73261,0.474829407,-9.865,Very Best Of,124.877,rock steady,It All Depends On You,1995,,,,,
Stephen Marley / Damian Marley,soul and reggae,1,247.17016,0.724813068,-8.476,Mind Control,165.886,roots reggae,The Traffic Jam,2006,,,,,
Charlie Khan,,0,208.24771,0.474712354,-3.976,How We Divide the Cake,92.55,cabaret,Beautiful When You're Green,0,,,,,
Red I Flight,,0,179.01669,0.747061427,-4.852,The Years,120.617,death core,Rock Biter (Album Version),2008,,,,,
White Heart,,0,273.8673,0.477364753,-11.706,Emergency Broadcast,162.817,ccm,Edge Of The Dream (Emergency Broadcast Album Version),0,,,,,
Jo-El Sonnier,cajun,1,194.24608,0.46689796,-9.503,Here to Stay,145.218,bluegrass,Broken Hearted Side Of New Orleans,0,,,,,
Steinski,,0,169.97832,0.545364353,-12.738,What Does It All Mean? - 1983-2006 Retrospective,185.325,hip hop,Hot Spot (Terrible Love Mix),2003,,,,,
Chuck Wicks,,0,222.01424,0.769967819,-5.278,Starting Now,99.124,country,If We Loved,2008,,,,,
Yahir,,0,285.28281,0.598636434,-8.879,Otra historia de amor,127.469,brutal death metal,Pasa el tiempo,0,,,,,
Lexi,,0,244.03546,0.431014963,-10.258,Dial Me,130.052,broken beat,Dial Me,0,,,,,
Cali,franASSais,1,156.55138,0.616884544,-8.038,L'espoir,127.792,dance pop,Resistance,2008,,,,,
Tommy Sands,,0,142.99383,0.406801997,-18.183,Sing Boy Sing,101.324,rockabilly,Sing Boy Sing,0,,,,,
BeyoncA(c),hip hop rnb and dance hall,1,230.55628,0.889460725,-4.883,Irreemplazable,87.992,hip hop,Irreplaceable (Irreemplazable),2007,,,,,
DJ Harry,,0,309.60281,0.487077751,-7.254,Collision,181.371,trip hop,Shadows,2004,,,,,
Babbie Mason,,0,236.25098,0.381780881,-16.409,Isn't That Just Like God (Studio Track),141.042,ccm,Isn't That Just Like God (Medium Key Performance Track Without Background Vocals),0,,,,,
Rated R,,0,249.75628,0.556495602,-3.523,Da Ghetto Psychic,104.993,breakbeat,Shoulda Did,0,,,,,
Diamanda Galas,avant-garde,2,191.42485,0.598237133,-51.643,Vena Cava,168.352,no wave,Vena Cava 8,1993,,,,,
Black Eyed Peas / Terry Dexter,pop and chart,1,275.04281,0.845601887,-3.574,Legally Blonde,103.652,hip hop,Magic,2000,,,,,
Beenie Man,soul and reggae,1,230.24281,0.729212274,-6.171,Concept Of Life,159.248,dancehall,Imagination,2006,,,,,
Be Bop Deluxe,uk,1,197.82485,0.537160563,-11.292,Futurama,142.88,art rock,Between The Worlds,1975,,,,,
Rolfe Kent,,0,112.16934,0.549033905,-30.22,The Men Who Stare At Goats (Original Soundtrack),119.71,soundtrack,A Night at Mahmoud's,0,,,,,
Nu Flavor,,0,242.38975,0.555884287,-5.426,Sprung,96.057,hard house,Sprung (Cibola Mix W/ Rap),0,,,,,
Maurice Chevalier,french,1,214.5171,0.502453177,-13.379,MIMI,130.275,chanson,La Romance De La Pluie,2000,,,,,
ISRAEL & NEW BREED,,0,151.40526,0.697113113,-25.26,Live From Another Level,93.773,ccm,Spoken Words by Bishop Joseph Garlington,0,,,,,
P.O.D.,,0,188.94322,0.859873312,-5.322,The Warriors EP_ Vol. 2,125.528,alternative metal,Ya Mama (Palm Springs Demo),0,,,,,
Reel Big Fish,ska,1,205.87057,0.784143965,-4.12,Fame_ Fortune_ And Fornication,91.463,ska punk,Veronica Sawyer (Album),0,,,,,
Mystery,,0,216.73751,0.529386534,-9.049,The Mystery Is Revealed,171.787,hard house,Faith,0,,,,,
Jacques Douai,,0,136.75057,0.313851152,-22.504,Heritage - RA(c)cital nAdeg3 & 4 - BAM (1956-1957),103.12,chanson,Chanson De La Patience,0,,,,,
Eko Fresh,german,1,234.60526,0.689494765,-5.172,Ekaveli,167.59,pop rap,Et kA1/4tt wie et kA1/4tt,2007,,,,,
Buju Banton,reggae,1,256.78322,0.710374813,-13.139,Voice Of Jamaica,85.988,roots reggae,Searching,1993,,,,,
Jacques Douai,,0,189.59628,0.313851152,-20.869,Heritage - RA(c)cital NAdeg1 & 2 - BAM (1954-1955),77.645,chanson,Le Dormeur du Val,0,,,,,
Bill Douglas,,0,273.97179,0.489537503,-16.865,Kaleidoscope,192.819,chamber jazz,Sapphire,1993,,,,,
BeyoncA(c),hip hop rnb and dance hall,1,212.16608,0.889460726,-6.295,Ring The Alarm (Urban Mixes),113.812,hip hop,Ring The Alarm,2006,,,,,
Alvin YoungbloodA Hart,folk,1,159.39873,0.523653409,-18.909,Territory,195.223,blues-rock,Ouachita Run (Album Version),1998,,,,,
Gene Chandler,classic pop and rock,1,163.29098,0.570016703,-14.89,Duke Of Earl - The Very Best Of The Vee-Jay Years,175.028,chicago soul,Rainbow '65 (part 2) - Live,0,,,,,
Legacy Five,,0,286.24934,0.488237366,-11.723,Live In Music City,69.169,country gospel,The Blood Covers It All (Live),0,,,,,
The Del McCoury Band,folk,1,173.97506,0.608703568,-9.329,The Promise Land,140.9,bluegrass,Led By the Master's Hand,2006,,,,,
Christos Dantis,,0,246.80444,0.480752276,-4.133,Kata Vathos,126.976,pop rock,Kenourgia Fotia,0,,,,,
Walter Jackson, Arranged & conducted by Riley Hampton,,0.66665,0.398,-87.21724,286522,0.24586,43.967,0,Moonlight In Vermont,0,,,,
J Bostron & Beretta,,0,320.93995,0.536679044,-4.962,LP of the Dead,87.122,jungle music,Now U Got It,0,,,,,
Mark Ashley,,0,198.19057,0.49237718,-6.806,Give a little sweet love,129.987,hard trance,I've never been so Lonely,0,,,,,
Cindy Morgan,,0,158.27546,0.54474949,-14.677,Elementary,112.248,ccm,I Love You (LP Version),0,,,,,
Deathstar,,0,229.8771,0.481194126,-5.443,We Are The Threat,140.202,straight edge,Decline Of the Western Civilization,0,,,,,
Generation X,,0,291.63057,0.611180947,-7.46,BBC In Concert (1st January 1981),174.524,punk,Dancing With Myself (BBC In Concert 01/01/81),0,,,,,
Vanessa Daou,,0,222.04036,0.570825323,-11.607,Slow to Burn (Deluxe),144.975,chill-out,Evening,1996,,,,,
Laidback Luke & Diplo,,0,315.92444,0.667849508,-6.737,Hey!,126.94,tech house,Hey!,0,,,,,
Joe Satriani,hard rock,1,185.70404,0.705876402,-16.104,G3 Live:  Rockin' in the Free World,83.957,instrumental rock,Midnight,1987,,,,,
Steve Vai,heavy metal,1,304.71791,0.645720023,-7.269,Fire Garden,227.161,instrumental rock,Brother,1996,,,,,
Burning Spear,reggae,1,355.18649,0.6742378,-8.01,Harder Than The Best,125.245,roots reggae,Civilized Reggae,1980,,,,,
The Edgar Broughton Band,uk,1,588.85179,0.524008172,-16.479,BBC In Concert (25th February 1971),59.678,protopunk,What Is A Woman For? (BBC In Concert),0,,,,,
Aleks Syntek,mA(c)xico,1,232.07138,0.659251521,-4.252,1989-2009,120.309,merengue,Otra Parte De Mi (1997 Digital Remaster),0,,,,,
Los Del Rio,,0,249.49506,0.447725075,-12.005,Fiesta Macarena,206.02,dance pop,Macarena,1993,,,,,
Wes King,,0,233.45587,0.449231471,-7.92,A Room Full Of Stories,118.152,ccm,Cover To Cover,0,,,,,
